open,high,low,close,volume,vwap,timestamp,transactions,otc
43.6675,43.8725,43.485,43.63,83241536.0,43.6861,2019-03-06 05:00:00,137662,
43.4675,43.61,43.005,43.125,99185496.0,43.2639,2019-03-07 05:00:00,180597,
42.58,43.2675,42.375,43.2275,95997432.0,42.9599,2019-03-08 05:00:00,167422,
43.8725,44.78,43.8375,44.725,128044136.0,44.545,2019-03-11 04:00:00,211343,
45.0,45.6675,44.8425,45.2275,129870336.0,45.2804,2019-03-12 04:00:00,215962,
45.5625,45.825,45.23,45.4275,124130096.0,45.4885,2019-03-13 04:00:00,188079,
45.975,46.025,45.64,45.9325,94318032.0,45.8882,2019-03-14 04:00:00,155808,
46.2125,46.8325,45.935,46.53,156171648.0,46.4607,2019-03-15 04:00:00,202477,
46.45,47.0975,46.4475,47.005,104879328.0,46.9156,2019-03-18 04:00:00,163740,
47.0875,47.2475,46.48,46.6325,126585476.0,46.8458,2019-03-19 04:00:00,197350,
46.5575,47.3725,46.1825,47.04,124140924.0,46.8448,2019-03-20 04:00:00,193683,
47.505,49.0825,47.4525,48.7725,204136948.0,48.5783,2019-03-21 04:00:00,309643,
48.835,49.4225,47.695,47.7625,169630664.0,48.4674,2019-03-22 04:00:00,298951,
47.8775,47.995,46.65,47.185,175381172.0,47.22,2019-03-25 04:00:00,308859,
47.916,48.22,46.145,46.6975,199202152.0,47.347,2019-03-26 04:00:00,344114,
47.1875,47.44,46.6375,47.1175,119393708.0,47.1266,2019-03-27 04:00:00,196103,
47.2375,47.3898,46.8825,47.18,83121452.0,47.104,2019-03-28 04:00:00,152290,
47.4575,47.52,47.135,47.4875,94255844.0,47.3815,2019-03-29 04:00:00,149796,
47.91,47.92,47.095,47.81,111447856.0,47.5903,2019-04-01 04:00:00,180998,
47.7725,48.615,47.7625,48.505,91062900.0,48.2881,2019-04-02 04:00:00,169575,
48.3125,49.125,48.2875,48.8375,93087320.0,48.8239,2019-04-03 04:00:00,164493,
48.6975,49.0925,48.285,48.9225,76431900.0,48.9187,2019-04-04 04:00:00,134609,
49.1125,49.275,48.9825,49.25,74106576.0,49.1644,2019-04-05 04:00:00,124211,
49.105,50.0575,49.085,50.025,103374712.0,49.7576,2019-04-08 04:00:00,180911,
50.08,50.7125,49.8075,49.875,143072948.0,50.2263,2019-04-09 04:00:00,232190,
49.67,50.185,49.545,50.155,86781152.0,49.8803,2019-04-10 04:00:00,160818,
50.2125,50.25,49.6108,49.7375,83582112.0,49.928,2019-04-11 04:00:00,142489,
49.8,50.035,49.0525,49.7175,110658672.0,49.5873,2019-04-12 04:00:00,195426,
49.645,49.9625,49.5025,49.8075,70136984.0,49.75,2019-04-15 04:00:00,140393,
49.865,50.3425,49.64,49.8125,102785540.0,49.978,2019-04-16 04:00:00,201696,
49.885,50.845,49.6525,50.7825,113627120.0,50.4613,2019-04-17 04:00:00,207247,
50.78,51.0375,50.63,50.965,96783064.0,50.8719,2019-04-18 04:00:00,146302,
50.7075,51.235,50.585,51.1325,77758180.0,51.0634,2019-04-22 04:00:00,116209,
51.1075,51.9375,50.975,51.87,93291964.0,51.6252,2019-04-23 04:00:00,166047,
51.84,52.12,51.7625,51.79,70162436.0,51.9161,2019-04-24 04:00:00,124532,
51.7075,51.94,51.28,51.32,74172824.0,51.5108,2019-04-25 04:00:00,146857,
51.225,51.25,50.53,51.075,74596408.0,51.0253,2019-04-26 04:00:00,141086,
51.1,51.4925,50.965,51.1525,88818864.0,51.2354,2019-04-29 04:00:00,138969,
50.765,50.85,49.7775,50.1675,186027504.0,50.5785,2019-04-30 04:00:00,332062,
52.47,53.8275,52.3075,52.63,259309312.0,53.1677,2019-05-01 04:00:00,441442,
52.46,53.1625,52.0325,52.2875,127985296.0,52.5388,2019-05-02 04:00:00,233406,
52.7225,52.96,52.5575,52.9375,83569512.0,52.7894,2019-05-03 04:00:00,148448,
51.0725,52.21,50.875,52.12,129772452.0,51.8274,2019-05-06 04:00:00,236168,
51.47,51.8544,50.2063,50.715,155054792.0,50.8923,2019-05-07 04:00:00,294532,
50.475,51.335,50.4375,50.725,105358016.0,50.9267,2019-05-08 04:00:00,202764,
50.1,50.42,49.165,50.18,139634428.0,49.8333,2019-05-09 04:00:00,290609,
49.3548,49.7125,48.1925,49.295,164834848.0,49.0126,2019-05-10 04:00:00,324318,
46.9275,47.37,45.7125,46.43,229722492.0,46.6878,2019-05-13 04:00:00,458554,
46.6025,47.425,46.3525,47.165,146118708.0,46.9941,2019-05-14 04:00:00,273844,
46.5675,47.9375,46.505,47.73,106178872.0,47.4348,2019-05-15 04:00:00,214960,
47.4775,48.1172,47.21,47.52,131765456.0,47.6079,2019-05-16 04:00:00,227813,
46.7325,47.725,46.69,47.25,131472860.0,47.2264,2019-05-17 04:00:00,231407,
45.88,46.0873,45.071,45.7725,154333760.0,45.6834,2019-05-20 04:00:00,290339,
46.305,47.0,46.175,46.65,113459392.0,46.685,2019-05-21 04:00:00,191742,
46.165,46.4275,45.6375,45.695,118955852.0,45.925,2019-05-22 04:00:00,213836,
44.95,45.135,44.4525,44.915,145718944.0,44.8336,2019-05-23 04:00:00,266841,
45.05,45.535,44.655,44.7425,94858744.0,45.0317,2019-05-24 04:00:00,182468,
44.73,45.1475,44.4775,44.5575,111792640.0,44.7178,2019-05-28 04:00:00,190007,
44.105,44.8375,44.0,44.345,113924660.0,44.3896,2019-05-29 04:00:00,212723,
44.4875,44.8075,44.1675,44.575,83953648.0,44.4919,2019-05-30 04:00:00,165752,
44.0575,44.4975,43.7475,43.7675,108174336.0,44.0876,2019-05-31 04:00:00,204344,
43.9,44.48,42.5675,43.325,161584276.0,43.5999,2019-06-03 04:00:00,306917,
43.86,44.9575,43.63,44.91,123871844.0,44.5316,2019-06-04 04:00:00,239718,
46.07,46.2475,45.285,45.635,119093708.0,45.7111,2019-06-05 04:00:00,239331,
45.77,46.3675,45.5372,46.305,90105244.0,45.9951,2019-06-06 04:00:00,160315,
46.6275,47.98,46.4425,47.5375,122737572.0,47.4457,2019-06-07 04:00:00,236608,
47.9525,48.8425,47.905,48.145,104883404.0,48.3259,2019-06-10 04:00:00,198722,
48.715,49.0,48.4,48.7025,107731528.0,48.6678,2019-06-11 04:00:00,180619,
48.4875,48.9925,48.3463,48.5475,73012756.0,48.6468,2019-06-12 04:00:00,129977,
48.675,49.1975,48.4,48.5375,86598496.0,48.7626,2019-06-13 04:00:00,143183,
47.8862,48.3966,47.575,48.185,75045896.0,48.0462,2019-06-14 04:00:00,144375,
48.225,48.74,48.0425,48.4725,58676576.0,48.5258,2019-06-17 04:00:00,114807,
49.0125,50.0725,48.8025,49.6125,106204016.0,49.6892,2019-06-18 04:00:00,213982,
49.92,49.97,49.3275,49.4675,84496940.0,49.5686,2019-06-19 04:00:00,155701,
50.0925,50.1525,49.5075,49.865,85875952.0,49.8312,2019-06-20 04:00:00,168119,
49.7,50.2125,49.5375,49.695,191202356.0,49.8109,2019-06-21 04:00:00,182762,
49.635,50.04,49.5425,49.645,72879684.0,49.7904,2019-06-24 04:00:00,132991,
49.6075,49.815,48.8225,48.8925,80241336.0,49.2731,2019-06-25 04:00:00,176385,
49.4425,50.2475,49.3375,49.95,104270048.0,49.9958,2019-06-26 04:00:00,203309,
50.0725,50.3925,49.8925,49.935,83598868.0,50.0388,2019-06-27 04:00:00,148527,
49.67,49.8738,49.2625,49.48,124442568.0,49.4973,2019-06-28 04:00:00,182093,
50.7925,51.1225,50.1625,50.3875,109266956.0,50.5824,2019-07-01 04:00:00,236349,
50.3525,50.7831,50.34,50.6825,67740868.0,50.5816,2019-07-02 04:00:00,155946,
50.82,51.11,50.6725,51.1025,45448180.0,50.9358,2019-07-03 04:00:00,93206,
50.8375,51.27,50.725,51.0575,69062072.0,51.0592,2019-07-05 04:00:00,161208,
50.2025,50.35,49.6025,50.005,101354512.0,49.9456,2019-07-08 04:00:00,217561,
49.8,50.3775,49.7025,50.31,82312060.0,50.1446,2019-07-09 04:00:00,170459,
